name,place_id,lat,lon,rating,price_level,types,formatted_address,business_status,website,international_phone_number,reviews_count
Lia's Silk Road,ChIJ7UKnXXpF4joRgXiMfeJ668s,6.7901043,79.8827539,5.0,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment","34/4 Dharmarathne Avenue Lane, No. 05 Rawathawatte, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,2
Breakfasts Master,ChIJcV0kLVVF4joRP3hUoUC2qGE,6.7897855,79.8828329,3.0,2,"restaurant, food, point_of_interest, establishment","44 Dharmarathna Ave, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
Rajiv’s@11,ChIJuSksF0tF4joRvXlGhs-aEog,6.7900255,79.8833423,3.5,2,"restaurant, food, point_of_interest, establishment","QVRM+288, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,2
Jayawardene Residence,ChIJt1Dt1OZF4joRseOoIGxd0dQ,6.790216,79.883629,3.0,2,"restaurant, food, point_of_interest, establishment","Dharmarathna Ave, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
Eat and Taste,ChIJ6xqaDwBF4joRV4FfUXnvlPw,6.790216,79.883629,3.0,2,"restaurant, food, point_of_interest, establishment","QVRP+387, Dharmarathna Ave, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
Sandaya Catering.,ChIJNT8OUzlF4joRQYScoH_sE0w,6.793611599999999,79.8838444,5.0,2,"restaurant, food, point_of_interest, establishment","54 Jubilee Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 112 643 205,1
Canteen,ChIJc3O-RORF4joRu2t5eec1AH4,6.7853039,79.8824186,5.0,2,"restaurant, food, point_of_interest, establishment","QVPJ+4VV, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,N/A,3
Curry Leaves Restaurant - Rawathawatta,ChIJ0yYddgBF4joROzrUv2NMmMA,6.7871881,79.8845394,4.3,2,"restaurant, food, point_of_interest, establishment","351, Galle Road, Rawathawatta, Moratuwa 10400, Sri Lanka",OPERATIONAL,https://web.facebook.com/curryleaves.lk,+94 77 758 8877,8
Oven Fresh Bakers,ChIJiWI34RlF4joRk5n_pbSemJU,6.7891716,79.8853669,3.8,1,"restaurant, food, point_of_interest, establishment","No 506, Galle Road, Rawathawatte, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 70 606 0651,145
Mayo Bun,ChIJkRcSzS9F4joRAI2WeqB79Fo,6.786918,79.88453009999999,4.2,2,"restaurant, food, point_of_interest, establishment","A2, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 76 888 6585,90
Cimply Yummy - Moratuwa,ChIJb_N8Uh1F4joR1Ll-64Qph8A,6.7864679,79.8844333,4.6,2,"restaurant, food, point_of_interest, establishment","634A , Galle road, Rawathawatte, Moratuwa 10400, Sri Lanka",OPERATIONAL,https://facebook.com/cimplyyummy,+94 70 743 3444,550
Welimada Nuwera Eliya Vegetable & Fruits Shop,ChIJ8wJb5OtF4joR6_rxUUQV8gg,6.790028200000001,79.88571390000001,1.0,2,"grocery_or_supermarket, restaurant, food, store, point_of_interest, establishment","6 Dharmarathna Ave, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 949 1930,1
Dislin Restaurant,ChIJPShLqFRF4joRcT_lZ4MMKh8,6.788632199999999,79.885573,4.0,2,"restaurant, food, point_of_interest, establishment","A2, Moratuwa 10400, Sri Lanka",OPERATIONAL,http://www.dislin.lk/,+94 112 647 050,149
Kema Hub (කෑම Hub),ChIJTRAKLbRF4joRBs1WyijbZcQ,6.790151,79.8857888,3.7,2,"restaurant, food, point_of_interest, establishment","QVRP+387, Dharmarathna Ave, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 447 1390,3
Daiya hut,ChIJRfk4hH9F4joRr6fiwjgauNw,6.787844199999999,79.8853824,3.7,2,"restaurant, food, point_of_interest, establishment","No6 De Soysa Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 75 230 3065,12
Green Hub,ChIJ67VHhM9F4joRw_8gYaC09Rc,6.790915999999999,79.88599640000001,5.0,2,"restaurant, food, point_of_interest, establishment","461 Galle Rd, Moratuwa 10400, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 71 047 7051,1
අඹ සෙවණ කේටරින්,ChIJxe8t_h1F4joRtqF_V6--rYo,6.791359099999999,79.8861548,3.0,2,"restaurant, food, point_of_interest, establishment","NO 60 rawathawaththa road, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 614 7304,0
Rasai Bro Rasai,ChIJT8IKqxBF4joRTHSSDjnoomo,6.7878006,79.88593999999999,5.0,2,"restaurant, food, point_of_interest, establishment","Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 77 752 8835,1
Pizza Hut - Moratuwa,ChIJ1zfGwpZQ4joRWltIaHfN78w,6.785331999999999,79.8847055,4.3,2,"meal_delivery, meal_takeaway, restaurant, food, store, point_of_interest, establishment","491, Galle Rd, Moratuwa, A2, Moratuwa 10400, Sri Lanka",OPERATIONAL,https://www.pizzahut.lk/,+94 117 729 729,1208
RoFendos BBQ,ChIJZSXHVa5F4joRuPksQoA1V9c,6.7968962,79.88180469999999,4.7,2,"restaurant, food, point_of_interest, establishment","8, 6 Sri Medananda Rd, Moratuwa 10400, Sri Lanka",CLOSED_TEMPORARILY,N/A,N/A,18
MG Guest & Foods,ChIJDUEMdbZF4joRT160zH4WrNs,6.7844517,79.8845802,3.0,2,"restaurant, food, point_of_interest, establishment","648 Colombo Main Rd, උස්වැටකෙයියාව 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
Red Balloon Family Restaurant - Piliyandala,ChIJIT2jbfJP4joRPAkLXZ5V0d4,6.797987,79.929676,4.0,2,"restaurant, food, point_of_interest, establishment","No. 261 Colombo - Horana Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,http://www.facebook.com/RedballoonRestaurant,+94 112 616 314,616
Spisia - Piliyandala,ChIJeV4F0e1P4joRn-AIM6zyHkg,6.7997875,79.93337059999999,4.2,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","75 Jaya Mawatha, Piliyandala, Sri Lanka",OPERATIONAL,https://instagram.com/welovespisia?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,+94 77 721 2125,1079
Nithila Inn,ChIJaRKwS5VP4joR9a3tViIByAI,6.7942233,79.9407536,4.0,2,"restaurant, food, point_of_interest, establishment","228/j Kesbewa-Kindelpitiya-Bandaragama Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,http://www.nithilainn.com/,+94 112 703 313,171
Grand 7 Hotel Kesbewa,ChIJP5uJb-pP4joRkz-nvpI0ptw,6.797715999999999,79.9410312,4.3,2,"restaurant, food, point_of_interest, establishment","154/1 Mihindu Mawatha, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 112 606 090,1244
P&S (Perera & Sons) - Bokundara,ChIJH1ltOKpa4joRz9RccRUQSV4,6.8190313,79.9173416,4.2,2,"bakery, store, restaurant, food, point_of_interest, establishment","No 301 Colombo - Horana Rd, Piliyandala, Sri Lanka",OPERATIONAL,http://pereraandsons.com/,+94 114 322 514,179
Crab for you,ChIJXZhf5nZF4joR97SLJdgSxV4,6.7910037,79.9180384,4.6,2,"restaurant, food, point_of_interest, establishment","Hedigama, 132/1A Prajahmandala Road, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 70 100 2767,10
Updine Restaurant,ChIJqcqafwdP4joRhKk8T5luSQQ,6.7887916,79.92254179999999,4.6,2,"restaurant, point_of_interest, food, establishment","200, Piliyandala 10300, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 72 844 5722,15
Chanz Wok,ChIJXeUZ5C1F4joRBkJCzoqE0Dk,6.7915612,79.9168988,4.7,2,"restaurant, point_of_interest, food, establishment","129/3B Prajamandala Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,7
Waruna,ChIJRWmXEItP4joR_LSvjAgjinY,6.7920846,79.92293,4.2,2,"restaurant, point_of_interest, food, establishment","70/B/2 Bandipitiya Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,9
ThiliniW,ChIJCSbvbQBP4joR4tQV5If8y7g,6.787863199999999,79.92318879999999,5.0,2,"restaurant, point_of_interest, food, establishment","QWQF+47W, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,1
Lodge 94,ChIJzck3MYBP4joR9-vG457IYh4,6.790034299999999,79.9238603,3.0,2,"restaurant, point_of_interest, food, establishment","25 Madapatha Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 75 764 1966,0
Kottu Hub (Piliyandala),ChIJEaRGTwBP4joRZiBB-rl1pPo,6.786868399999999,79.9238234,5.0,2,"restaurant, point_of_interest, food, establishment","15/A,Thalgahawaththa, Batakettara - Gadabuwana Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 75 568 9961,4
PizzaTime,ChIJuykC6oJF4joRFujZtVuyxmE,6.7889082,79.9150801,5.0,2,"meal_takeaway, restaurant, point_of_interest, food, establishment","65, Weera Uditha, Hedigama, Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 74 161 4842,1
පැ BOLGODA | WONDER OF BOLGODA,ChIJzyj1qf5F4joRwGfx3bA4-5s,6.7911622,79.9146834,5.0,2,"restaurant, point_of_interest, food, establishment","QWR7+FV7, 2nd Lane - Weera Uditha Mawataha, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,1
Pradeep Food Center,ChIJL7xM5PpP4joRG2L-IF3zYOw,6.7957234,79.9210734,3.0,2,"restaurant, point_of_interest, food, establishment","20 1makandana, පිළියන්දල 01000, Sri Lanka",OPERATIONAL,N/A,+94 77 743 3738,0
Ranhiru Foods,ChIJ54MKCABP4joR7V9OxLGgMn0,6.7953275,79.92347020000001,5.0,2,"restaurant, point_of_interest, food, establishment","32/A 1, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,1
Brown Hut,ChIJ6YD9mi5P4joRufY4B7sFHsY,6.784111999999999,79.9224382,5.0,2,"restaurant, point_of_interest, food, establishment","72, D, Batakaththara Madapatha Rd, Piliyandala 10306, Sri Lanka",OPERATIONAL,N/A,+94 77 392 1157,23
The Recipes Piliyandala,ChIJA3yWEKlP4joRuW0z8WLOClc,6.78407,79.9227964,3.0,2,"restaurant, point_of_interest, food, establishment","72c batakeththara, Madapatha Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 75 566 6556,0
Djs Catering Service,ChIJlRLbCe9P4joRhZFGGspJCbw,6.78335,79.91859490000002,3.0,2,"restaurant, point_of_interest, food, establishment","229/B welpahala ,Bataketthara, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,0
Aura Plate,ChIJ9f4ZUQBP4joRPZP-ltDLLtQ,6.7871567,79.9263711,1.0,2,"restaurant, point_of_interest, food, establishment","432 Gadabuwana New Rd, Piliyandala, Sri Lanka",OPERATIONAL,https://www.ubereats.com/store/aura-plate-piliyandala/VR4OnIScSYGZqlo5QTz41w?diningMode=DELIVERY,+94 70 335 4505,10
Sachi’s Kitchen,ChIJNwxBxpdF4joRbpTJZHrWATw,6.791608,79.912859,3.0,2,"restaurant, point_of_interest, food, establishment","Yatiyanawatta Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 76 206 0991,0
Bla Bla Eat Piliyandala,ChIJVbJMC4NP4joRSHTLUOcq1RA,6.7929714,79.92679369999999,5.0,2,"restaurant, point_of_interest, food, establishment","284/5b2,Malaramba Mawatha, Madapatha Rd, Piliyandala 10300, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 76 222 4317,1
Bread & Breakfast,ChIJ29qKMplP4joR8-G-0TWcduA,6.7946442,79.9258179,3.0,2,"restaurant, bakery, point_of_interest, food, store, establishment","169 Madapatha Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 76 072 2775,0
SKS Restaurant,ChIJzdGFza1P4joRYMEg6So8xqU,6.783037,79.9227281,3.0,2,"restaurant, point_of_interest, food, establishment","204/C Batakettara - Gadabuwana Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 117 900 150,0
THANU'S KITCHEN @CATERING,ChIJObGiGQBP4joRUR48RyIlWTQ,6.7821887,79.9200266,5.0,2,"meal_takeaway, restaurant, point_of_interest, food, establishment","220 Dampe Road, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,1
Chicken Mart,ChIJM-605xZP4joRjB78GAks6J8,6.7869229,79.9273587,5.0,2,"restaurant, point_of_interest, food, establishment","Sirimal uyana, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 71 958 5537,15
Green Hut,ChIJy6RcsdlP4joR6tJNT7UBCfI,6.7955417,79.92596429999999,4.1,2,"restaurant, food, point_of_interest, establishment","QWWG+698, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 635 5199,7
Ruhunu Food Restaurant,ChIJ267aa_NP4joRroXmyT7scMY,6.7956086,79.92595810000002,4.4,2,"restaurant, food, point_of_interest, establishment","QWWG+69W, Madapatha Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 71 291 9473,42
A Vinrich Rest,ChIJ7yB3VwNF4joRQA2ks5Yjbzs,6.794915199999999,79.913152,4.8,2,"restaurant, food, point_of_interest, establishment","QWV7+X76, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,6
Kaara's kitchen,ChIJTRX2nlZP4joR1prZ_U6EDuM,6.7816246,79.92018949999999,5.0,2,"restaurant, food, point_of_interest, establishment","221 15 karadiyana, Batakeththara Buddhist Temple, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 75 916 1214,8
Smart Foods,ChIJq2xdzk5F4joR-Tftrk9qmnU,6.7854123,79.9127602,5.0,2,"restaurant, food, point_of_interest, establishment","280/33 Dampe Road, Piliyandala 10300, Sri Lanka",OPERATIONAL,https://m.facebook.com/p/Smart-Foods-100063479201468/,+94 75 591 1631,1
The Fire Kitchen,ChIJoZPkcABF4joRAnUo15Xsk0s,6.7814829,79.9184551,5.0,2,"restaurant, food, point_of_interest, establishment","224, Sri Jinarathana Mawatha, Batakettara - Gadabuwana Rd, Piliyandala, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 77 721 3618,7
බත් කඩේ,ChIJ2Y_pCgBF4joRs10rs0TczWg,6.7939737,79.9119776,3.0,2,"restaurant, food, point_of_interest, establishment","QWV6+HQQ, Dampe Road, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,0
CHEESY BURGER,ChIJ_bqTKgBP4joRGcm9cswFNsM,6.7816224,79.92319049999999,5.0,2,"restaurant, food, point_of_interest, establishment","101/B Batakettara, Madapatha Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 75 654 2986,3
Tastypro,ChIJibma9rtF4joRcYmwrxITemI,6.798875199999999,79.91785709999999,3.6,2,"restaurant, food, point_of_interest, establishment","189/B Moratuwa - Piliyandala Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 112 606 600,13
Dadda's Place,ChIJb-ra-89F4joRfHdxb4L5vrw,6.7988777,79.9173043,4.1,2,"restaurant, food, point_of_interest, establishment","QWX8+HW3, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 112 608 961,148
DARK MONSTER CAFE,ChIJpehXMgBF4joRdsO7fwhIW6k,6.796067,79.91291849999999,3.0,2,"restaurant, food, point_of_interest, establishment","5/1 st, michel road, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 74 041 4179,2
"Flower Dream, Chinese Restaurant",ChIJM0ou5d1F4joRUJZOHpSXHRs,6.798872,79.9172329,4.3,2,"restaurant, food, point_of_interest, establishment","QWX8+GVX, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,13
Kethnu Food,ChIJk8fQ4wpF4joRXybeVBd7ufY,6.7988629,79.91718399999999,5.0,2,"restaurant, food, point_of_interest, establishment","QWX8+GVV, Moratuwa - Piliyandala Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 678 3929,4
Mom’s Kitchen Restaurant,ChIJ59DFJwBF4joR9gjI2EKTsm8,6.7988672,79.9171807,3.0,2,"restaurant, food, point_of_interest, establishment","209 Moratuwa - Piliyandala Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,0
My Sisters Kitchen,ChIJKdA_XUZP4joRL-VFVNWVrIc,6.786713,79.9287475,4.3,2,"restaurant, food, point_of_interest, establishment","New City Garden, No. 53 Gadabuwana Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 301 7515,11
Pearl White BYOB Restaurant,ChIJHdvNCwBP4joRwr-EmTPuDxM,6.790646,79.9293536,2.0,2,"restaurant, food, point_of_interest, establishment","QWRH+7P, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,1
King's Food Products,ChIJjVG5TixF4joRfigaMPCVvLM,6.7935076,79.91116579999999,3.0,2,"restaurant, food, point_of_interest, establishment","42/1 Dampe Road, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 75 067 3797,0
Tasty Master,ChIJqTgu2FBF4joRL3w1-zE_H0o,6.7994119,79.9190382,4.2,2,"restaurant, food, point_of_interest, establishment","165A Moratuwa - Piliyandala Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 75 825 5002,5
K & K Dinu Bakers and Foods,ChIJdQtn5m5F4joR0skYNX20S80,6.7989818,79.9169697,3.0,2,"restaurant, food, point_of_interest, establishment","170 Moratuwa - Piliyandala Rd, Moratuwa 10400, Sri Lanka",OPERATIONAL,N/A,+94 112 609 699,0
The Biryani Hut,ChIJ0XeSwhZP4joRQEsFQJNDtCo,6.786720099999999,79.92910069999999,3.9,2,"restaurant, food, point_of_interest, establishment","no 56, new city, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 70 599 1773,7
Summerfields Restaurant & Reception Hall,ChIJ6TzWri1Q4joR9qASJ-QTeH4,6.824379,79.960877,4.2,2,"restaurant, food, point_of_interest, establishment","139 Piliyandala Road, Palanwatta, Pannipitiya 10230, Sri Lanka",OPERATIONAL,http://www.summerfields.lk/,+94 76 777 1772,2027
Arayuma kesbewa,ChIJT25gWLFP4joRPo0k5B_3BjY,6.7886507,79.9583554,4.5,2,"restaurant, food, point_of_interest, establishment","Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 71 518 3774,4
Asian Moon Cafe & Restaurant,ChIJ90beLABP4joRBGHBy03zRX0,6.788002,79.95880819999999,4.7,2,"restaurant, food, point_of_interest, establishment","33 B Colombo - Horana Rd, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,3
Kitchen Art,ChIJCe6jC79P4joRDpsSrEe_-lU,6.790056499999999,79.95734620000002,4.2,2,"restaurant, food, point_of_interest, establishment","55.A Halpitawaththa, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 77 812 2908,26
Sarasa Gami Rasa (සරස ගැමි රස),ChIJnVKSFopP4joR0t-VbFsZXIw,6.7870868,79.9604799,5.0,2,"restaurant, food, point_of_interest, establishment","QXP6+R5Q, Colombo - Horana Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 196 1292,2
Ovita Cafe,ChIJmcUjIrNP4joRDYUsD8-7PbM,6.7873541,79.962682,3.5,2,"restaurant, food, point_of_interest, establishment","QXP7+W3V, B84, Polgasowita, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 75 782 9493,86
Sunray farm shop,ChIJ6cNpoJJP4joRKTrnxbL3t40,6.7869103,79.9639852,3.0,2,"restaurant, food, point_of_interest, establishment","QXP7+QH9, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,0
F Day,ChIJr97fbwBP4joRBOFMWnHoe5A,6.7883555,79.9653544,3.5,2,"restaurant, food, point_of_interest, establishment","QXQ8+52J, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,12
Lankan Delicacies Restaurant & Food Center,ChIJY_K4aEtO4joRvdw6ZHxikww,6.7903823,79.9656923,3.0,2,"restaurant, food, point_of_interest, establishment","QXR8+574, Polgasowita Rd, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,0
Hotel Spring Blossom (1947),ChIJMcYk0ZlP4joR7d8jxYFRc_A,6.786836699999999,79.9647215,4.1,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","QXP7+PVQ, Polgasowita, Sri Lanka",OPERATIONAL,https://www.springblossomhotel.com/,+94 112 705 999,15
කොච්චි පාන් බයිට්,ChIJTz0OD1ZP4joRUDaGNv1gVd8,6.786733099999999,79.9651078,3.0,2,"restaurant, food, point_of_interest, establishment","Bus Stop, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 78 628 9176,0
Burrito Butler,ChIJWXtdnCBP4joRafqh7QvTKk8,6.7938331,79.96608619999999,5.0,2,"restaurant, food, point_of_interest, establishment","63, 10 Polgasowita Rd, Polgasowita 10320, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 77 131 4134,2
Yathraa foods,ChIJpa8sDHdP4joRuGcNzK1E5K8,6.793853299999999,79.9660837,4.0,2,"restaurant, food, point_of_interest, establishment","QXV8+GCW, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 71 912 6410,2
READ MOON FOOD CABIN,ChIJCRgjfYlP4joRdoimXqIatXo,6.793851800000001,79.96609,3.0,2,"restaurant, food, point_of_interest, establishment","QXV8+GCW, Polgasowita 10320, Sri Lanka",OPERATIONAL,N/A,+94 75 377 8885,0
Yam & I Kitchen,ChIJV7lEA75P4joRGAKMkye9yAE,6.7972319,79.9583482,5.0,2,"restaurant, food, point_of_interest, establishment","No 255/A, 1 Kudamaduwa Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 70 493 3219,1
Sunset Lounge,ChIJIbMaPwBP4joRe6FykmFUq8Q,6.782153999999999,79.9584053,5.0,2,"restaurant, food, point_of_interest, establishment","153/D/6 Pasal Mawatha, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 71 998 0056,3
The Village Chef - Polgasowita,ChIJhQn-vcBP4joRrer9_Ax0njg,6.7858658,79.9672686,3.8,2,"restaurant, food, point_of_interest, establishment","105 Colombo - Horana Rd, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 76 788 0890,20
Gami Gedara,ChIJqQusMCFP4joR4CkpqM9VJNE,6.7861353,79.9680585,4.0,2,"restaurant, food, point_of_interest, establishment","QXP9+F63, Colombo - Horana Rd, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 70 670 5780,56
14 kanuwa Fast Foods,ChIJ6wxsGAhP4joRcp7SZq-c6zY,6.7933894,79.95159819999999,4.0,2,"restaurant, food, point_of_interest, establishment","Kudamaduwa Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,N/A,2
Dickwella Food Center,ChIJ21nj_bhP4joRFfnEZ297M3I,6.7913738,79.95101509999999,4.5,2,"restaurant, food, point_of_interest, establishment","QXR2+HC4, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 77 727 6571,214
Jayamali food cafe ️ ️,ChIJGYZUxNlP4joREGQB9wMxEyU,6.7917744,79.9506225,5.0,2,"restaurant, food, point_of_interest, establishment","14th Mile Post Bus Stop, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 609 0109,3
Appa kade,ChIJXXS9CSNP4joROBakmUxkdJs,6.786583800000001,79.9689784,3.0,2,"restaurant, food, point_of_interest, establishment","QXP9+JHQ Bus Stop, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,0
Nipun Villa (Rooms &Reception Hall),ChIJJwmRn65P4joRfASqyw-LKGk,6.7805296,79.95847069999999,3.7,2,"restaurant, food, point_of_interest, establishment","138,school lane,halpita,polgasowita, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 77 988 2018,27
Sithu kitchen,ChIJw0vDGwBP4joRXpwF05y2cuk,6.784140799999999,79.9515859,3.0,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","92/A Hermann Gmeiner Mawatha, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,0
Sithu kitchen,ChIJFeHfG2xP4joRlsUjBNJ6ZBA,6.7841401,79.9515859,3.0,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","92/4, c, Polgasowita 10320, Sri Lanka",CLOSED_TEMPORARILY,https://www.facebook.com/profile.php?id=61565908503211&mibextid=ZbWKwL,+94 74 144 3778,0
Sigiri Food Centre Piliyandala,ChIJ_S44_rhP4joR-QUVDs6YzsA,6.791988600000001,79.9498208,4.2,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","26/A Colombo - Horana Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,https://www.facebook.com/sigirifood,+94 112 703 108,533
Green View Tours GVT,ChIJO5JDKMlP4joRmVl0xy-3Rzw,6.799459499999999,79.95577,4.1,2,"restaurant, food, point_of_interest, establishment","251/E Kudamaduwa Rd, Polgasowita 10300, Sri Lanka",OPERATIONAL,N/A,+94 112 052 205,295
Romik Food Center,ChIJH3pSDQBP4joRfAWX5eaJhyI,6.7920447,79.9497257,3.5,2,"restaurant, food, point_of_interest, establishment","37/2/A Colombo - Horana Rd, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 77 779 9936,4
TH Foods,ChIJ3zwtr8NP4joRzGzj6byunBY,6.7958574,79.9507327,3.0,2,"restaurant, food, point_of_interest, establishment","83/1 Honnanthara, Piliyandala 10300, Sri Lanka",OPERATIONAL,N/A,+94 71 520 9645,0
කෑම කඩේ,ChIJqd95kExP4joR2nchISs3ep4,6.7920015,79.9487639,3.0,2,"restaurant, food, point_of_interest, establishment","QWRX+RG2, Colombo - Horana Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 135 4697,0
Pizza Hut - Kesbewa,ChIJ5RjPMPhP4joR92ESy7j3WeI,6.7920058,79.9487158,4.3,2,"restaurant, food, point_of_interest, establishment","134E Colombo - Horana Rd, Piliyandala, Sri Lanka",OPERATIONAL,https://www.pizzahut.lk/,+94 112 729 729,2129
Chooles bakers and food center,ChIJFYeePdJP4joR0moLmLh315o,6.792397299999999,79.9482094,5.0,2,"restaurant, food, point_of_interest, establishment","QWRX+X74, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 77 736 6642,1
Tharuka foods,ChIJMa8t6WxP4joRlXOAodHbk6c,6.7923509,79.94780159999999,5.0,2,"restaurant, food, point_of_interest, establishment","Horana rood 4 honnantara, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 76 461 5090,1
Transcend Hoilday Resort food park,ChIJH8O29Y5P4joRSptYbLfMHWM,6.7999226,79.9676485,3.8,2,"restaurant, food, point_of_interest, establishment","113, C, 2 Polgasowita Rd, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 112 780 264,36
